OCC,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
25-1021,NY,94020,89950,84160,78820,*,69090,66920,67340,63550,65280,57430
27-0000,NY,68370,66970,64540,62550,59950,57980,55610,52490,50280,43800,46680
27-1014,NY,66340,62150,61580,60620,60730,64680,57670,57870,51360,47740,48110
27-1024,NY,57510,56680,54920,55180,53780,55230,52100,51700,58390,48240,49320
27-3042,NY,67720,68160,64070,62040,65320,-1,62670,61360,54840,55770,53260
29-2071,NY,38990,38130,37100,35610,34260,33200,33030,31690,30450,29960,27940
41-4011,NY,95580,91540,86270,81240,78740,75880,70750,80090,72680,67220,65850
43-9011,NY,38630,37170,36390,35720,35350,35380,34010,34180,33940,33700,32810
43-9021,NY,29950,29440,28640,27420,27290,26220,26200,25270,25420,25560,24910
43-9031,NY,43690,45110,45650,43910,41670,40410,37880,39980,39900,42060,39950
45-0000,NY,31860,29880,30140,27060,24560,23170,22870,23110,24130,23660,21950
49-2011,NY,42550,42430,42370,43570,42360,42420,40320,38390,36310,35510,34460
51-4011,NY,33540,32690,32690,31630,30730,29240,29810,26600,28050,27450,26440
51-4012,NY,47610,45650,43050,37950,39360,-1,41200,36670,37790,35670,35220
11-3021,NC,120280,117470,115210,110350,103750,98880,97090,92280,87990,83290,77580
13-0000,NC,63170,60110,58780,57320,55530,53760,53300,53420,50750,48690,45780
13-1081,NC,68820,65780,65770,60170,60680,60060,58260,*,*,*,*
13-1111,NC,79470,76170,76760,78180,77850,76390,75300,73040,70310,64480,59550
15-0000,NC,76180,74440,72530,70320,66910,64900,64750,64270,62440,61060,59370
15-1011,NC,*,90760,93190,90670,88100,89710,87100,94660,*,*,*
15-1021,NC,*,75990,76320,73860,69680,68030,68810,67890,65930,65560,63310
15-1031,NC,*,87380,87640,85020,81890,77180,75440,74110,73730,71120,69100
15-1032,NC,*,94670,92410,90430,87360,83110,83180,*,73200,73160,70110
15-1041,NC,*,45960,44780,44370,43570,42810,44180,45210,46810,45770,42700
15-1051,NC,*,79200,76650,74710,71650,69570,69130,69960,66980,60480,59650
15-1061,NC,*,76590,73520,68900,65780,63380,63650,63410,61530,57700,55620
15-1071,NC,*,68750,66350,64730,63070,60970,64340,64320,58780,61470,52500
15-1081,NC,*,75170,71420,67100,64840,63260,63910,61230,61480,61490,67920
15-1099,NC,*,72730,70740,69590,70400,70740,69120,*,*,*,*
15-1111,NC,86530,*,*,*,*,*,*,*,*,*,*
15-1121,NC,80010,*,*,*,*,*,*,*,*,*,*
15-1131,NC,78060,*,*,*,*,*,*,*,*,*,*
15-1132,NC,88760,*,*,*,*,*,*,*,*,*,*
15-1133,NC,95100,*,*,*,*,*,*,*,*,*,*
15-1141,NC,79850,*,*,*,*,*,*,*,*,*,*
15-1142,NC,71250,*,*,*,*,*,*,*,*,*,*
15-1150,NC,51890,*,*,*,*,*,*,*,*,*,*
15-1179,NC,79290,*,*,*,*,*,*,*,*,*,*
15-1799,NC,75170,*,*,*,*,*,*,*,*,*,*
15-2031,NC,72510,67230,65130,64520,64020,63710,61740,56620,53980,53270,49080
17-0000,NC,67840,66070,62880,60810,58410,56770,56790,55570,53190,51310,49690
17-2061,NC,102620,98190,96060,90740,91100,85920,89170,*,76390,75920,73440
17-2112,NC,75040,73110,70380,67800,66360,65220,63950,63040,59770,58640,56870
17-3026,NC,47590,49910,49570,50640,50150,47770,54280,46400,48420,43210,41390
19-0000,NC,64200,61290,58530,56480,55340,54870,52990,52950,50940,48010,44970
25-1021,NC,72260,67970,67130,61490,57690,54000,52850,51190,49060,48110,45800
27-0000,NC,45860,44950,42610,42170,40510,39560,39350,38140,36400,36060,34040
27-1014,NC,56490,52970,50980,52090,46150,46840,44690,52170,42280,38440,41070
27-1024,NC,43550,42540,40440,39690,38700,36970,37310,36640,36490,36760,36880
27-3042,NC,68970,65100,63040,59390,57080,56070,56890,56560,54370,53170,53400
29-2071,NC,32300,30750,29540,28500,27120,26020,26880,25410,25420,24530,23130
41-4011,NC,74930,69310,64880,61590,62360,62470,58800,57850,52590,50830,50730
43-9011,NC,35620,36610,36090,35850,35000,33990,33350,32180,30980,30640,29370
43-9021,NC,28350,27740,26300,25410,24720,23970,23920,23400,23060,22570,21980
43-9031,NC,33920,34830,34020,32800,31960,32790,32080,32270,30460,29260,27070
45-0000,NC,29230,27190,25750,24640,23700,23540,23070,23370,22820,22220,21980
49-2011,NC,38350,38870,37730,38230,38670,37620,37270,35160,34490,34870,33010
51-4011,NC,34600,33830,32850,32470,31650,31420,31650,31080,29580,28890,27910
51-4012,NC,41820,40670,42090,42630,39430,37730,34840,35760,28200,28350,25300
11-3021,ND,84020,80000,80570,76550,79150,67730,72290,70160,69850,57840,55770
13-0000,ND,53140,52800,52710,51570,48210,45020,44380,43360,43280,39280,38850
13-1081,ND,58600,62160,60600,59580,57820,*,*,*,*,*,*
13-1111,ND,72510,66630,66240,60270,59230,60240,66030,67200,62780,52060,41300
15-0000,ND,53670,52700,49460,45440,47140,46640,48380,46740,43970,39580,38940
15-1021,ND,*,50640,48710,45760,43700,42840,42840,43870,44810,42420,36660
15-1031,ND,*,65610,61800,61380,53150,50400,50680,-1,55310,55190,59740
15-1032,ND,*,88700,85270,73370,67950,69020,70110,68500,*,57510,54380
15-1041,ND,*,37350,32450,29660,31980,31190,31970,30020,28030,25650,23360
15-1051,ND,*,62340,58460,50640,49890,53710,60350,59550,55950,45010,45900
15-1061,ND,*,64490,60620,58140,48250,49270,51510,56700,46550,43000,40700
15-1071,ND,*,51660,49440,47830,47160,45690,45010,45420,42890,37860,37620
15-1081,ND,*,59160,52250,49430,48560,43040,47930,49650,45880,41690,41380
15-1099,ND,*,59430,59980,59340,55630,40390,47360,*,*,*,*
15-1121,ND,63720,*,*,*,*,*,*,*,*,*,*
15-1131,ND,51210,*,*,*,*,*,*,*,*,*,*
15-1132,ND,59310,*,*,*,*,*,*,*,*,*,*
15-1133,ND,71230,*,*,*,*,*,*,*,*,*,*
15-1141,ND,59560,*,*,*,*,*,*,*,*,*,*
15-1142,ND,55780,*,*,*,*,*,*,*,*,*,*
15-1150,ND,39870,*,*,*,*,*,*,*,*,*,*
15-1179,ND,62080,*,*,*,*,*,*,*,*,*,*
15-1799,ND,60920,*,*,*,*,*,*,*,*,*,*
15-2031,ND,59480,53450,49700,53970,*,*,50830,45900,*,49200,57540
17-0000,ND,63810,58890,57500,56410,52990,49560,49600,49720,45370,43350,41220
17-2112,ND,72460,68720,68760,68040,64360,60200,60690,58550,55920,48820,50350
17-3026,ND,48330,49700,45610,44310,42500,43700,42810,39600,33170,34820,31500
19-0000,ND,48600,49400,47150,49930,46260,44950,44800,42900,40360,39790,38700
25-1021,ND,61140,53340,52030,52830,51280,49770,48170,47250,43150,40570,32910
27-0000,ND,33740,33200,32540,31600,31760,30550,30910,27940,28030,27530,25540
27-1014,ND,*,*,*,*,*,33720,*,*,*,*,23500
27-1024,ND,35030,33630,32420,29410,28040,26680,27500,28220,27950,27110,23990
27-3042,ND,41790,44690,45640,49440,45680,50210,50360,41510,36400,38650,33860
29-2071,ND,30730,30380,30930,29350,27030,25420,23950,22040,21140,20730,20390
41-4011,ND,75860,85410,-1,66420,58170,53770,50290,49750,49600,47010,44630
43-9011,ND,31580,30330,31630,30140,29740,27380,28000,28030,26420,26540,24740
43-9021,ND,24660,24020,23590,21950,21330,19770,20390,22080,20470,19560,17860
43-9031,ND,23410,23780,25210,26080,23990,26810,22830,22380,24390,25400,25300
45-0000,ND,25740,24830,24320,24800,24760,22870,23530,24010,22390,21180,20530
49-2011,ND,33460,33140,33080,34910,34100,34100,33160,33390,30680,32190,27670
51-4011,ND,32330,37310,35510,38070,32560,*,31930,29910,25980,24890,20700
51-4012,ND,*,*,*,*,*,*,*,*,*,*,54350
11-3021,OH,114350,111820,110380,106550,102380,96370,94350,86160,81260,75430,69920
13-0000,OH,61760,60470,59190,57420,55330,53530,52330,50970,48970,45770,43910
13-1081,OH,69870,69630,67940,67460,64050,65030,63140,*,*,*,*
13-1111,OH,78020,77910,77220,76440,72480,68890,64290,61680,60030,56860,54190
15-0000,OH,69560,68700,67380,65680,63360,61650,61300,58870,57190,55660,53480
15-1011,OH,*,100650,99730,95350,88800,87110,88020,82410,81660,72690,70830
15-1021,OH,*,69420,67080,63860,61010,59310,60640,57660,56910,57600,56390
15-1031,OH,*,81480,79210,77560,73340,71500,70710,68000,66650,64990,61960
15-1032,OH,*,83140,81790,81470,77050,74310,72940,70180,68440,64190,62290
15-1041,OH,*,41750,41660,40980,41850,41160,43910,42960,42270,42690,40290
15-1051,OH,*,77830,74750,71150,68240,66170,64710,63340,61690,60040,57860
15-1061,OH,*,69390,68830,67530,66050,65050,63450,61730,60270,57820,56030
15-1071,OH,*,62310,62480,62360,60510,59520,57460,55880,53220,52770,50630
15-1081,OH,*,71510,72500,71390,68450,66660,63180,60730,61390,58980,55590
15-1099,OH,*,71980,71110,69300,62870,57760,58180,*,*,*,*
15-1111,OH,99740,*,*,*,*,*,*,*,*,*,*
15-1121,OH,79610,*,*,*,*,*,*,*,*,*,*
15-1131,OH,68030,*,*,*,*,*,*,*,*,*,*
15-1132,OH,80490,*,*,*,*,*,*,*,*,*,*
15-1133,OH,82930,*,*,*,*,*,*,*,*,*,*
15-1141,OH,71300,*,*,*,*,*,*,*,*,*,*
15-1142,OH,62810,*,*,*,*,*,*,*,*,*,*
15-1150,OH,44950,*,*,*,*,*,*,*,*,*,*
15-1179,OH,72840,*,*,*,*,*,*,*,*,*,*
15-1799,OH,72890,*,*,*,*,*,*,*,*,*,*
15-2031,OH,68580,74290,76280,74980,65810,63560,59060,57700,55990,53740,52580
17-0000,OH,69190,67870,65530,64290,61760,59730,58780,57010,55380,53210,50440
17-2061,OH,87160,86230,83050,81750,76900,67020,64470,62460,60110,64310,56340
17-2112,OH,72320,71680,71630,70450,67920,65790,64430,62930,62800,59810,57600
17-3026,OH,49290,47130,47720,47610,46930,45100,44190,42950,43420,40270,39560
19-0000,OH,60490,60250,60420,58860,57210,54880,53700,51600,49590,44550,40910
25-1021,OH,68480,70420,66210,62600,53470,50930,49790,50620,51760,48780,45520
27-0000,OH,42580,42290,42140,41750,41090,40320,38580,37550,36220,35330,34630
27-1014,OH,57230,55640,53290,48130,44930,45830,44140,44240,39940,38730,36300
27-1024,OH,42940,42410,42600,40980,41110,38480,38010,38290,37080,35720,35160
27-3042,OH,55300,55050,55910,55700,50170,47830,46490,46870,45470,43250,41510
29-2071,OH,32070,31840,31800,31160,29650,27970,27580,26060,25330,24860,23680
41-4011,OH,75720,77730,79720,76760,68880,64950,66650,64740,60550,60270,59360
43-9011,OH,36240,36740,36040,36070,35330,33030,31330,29820,28880,26450,27980
43-9021,OH,27210,26750,25460,25010,24300,24040,23690,23220,23290,22470,21750
43-9031,OH,33460,34480,33510,32850,32350,33410,32660,32970,31930,29910,27920
45-0000,OH,28290,28610,27570,25470,24380,24590,23420,23610,24050,22680,23440
49-2011,OH,38670,37090,36120,37420,38030,36550,36330,34590,33230,32560,31710
51-4011,OH,35060,35660,34380,33450,32110,31630,31920,31100,30150,29810,28450
51-4012,OH,44670,45160,43110,43710,42100,43030,39980,39200,36900,36430,34580
11-3021,OK,85960,85530,84360,84210,82170,82440,80830,76030,68860,62740,61890
13-0000,OK,53840,51720,50910,49960,49120,47140,46000,45580,44770,42460,40340
13-1081,OK,68710,66930,64550,62960,61350,48180,49090,*,*,*,*
13-1111,OK,69320,63760,60400,55770,60360,58080,57560,56970,54380,51400,46160
15-0000,OK,58900,57590,56620,53000,52090,51310,51650,49730,46260,43780,41850
15-1011,OK,*,82340,81080,75930,73550,72700,74560,76990,71980,58440,52480
15-1021,OK,*,56820,60150,59440,60800,53880,52570,54290,53890,50760,49670
15-1031,OK,*,67250,66570,64880,62780,60370,60580,55870,52550,55160,57560
15-1032,OK,*,80180,75590,73220,70530,64670,67140,63920,59300,63420,54700
15-1041,OK,*,37500,39600,34760,35440,31910,32410,31500,28550,26910,26010
15-1051,OK,*,67050,64840,64020,61900,63190,61440,56330,53810,49030,49110
15-1061,OK,*,59080,57700,58230,56580,56400,55660,52960,49360,47030,45390
15-1071,OK,*,53930,55600,53920,53410,54140,54240,52530,48850,46900,43580
15-1081,OK,*,59130,59620,54590,54360,52850,52840,51450,50570,42410,46060
15-1099,OK,*,75530,71130,67030,63120,46570,48660,*,*,*,*
15-1111,OK,84730,*,*,*,*,*,*,*,*,*,*
15-1121,OK,68250,*,*,*,*,*,*,*,*,*,*
15-1131,OK,59830,*,*,*,*,*,*,*,*,*,*
15-1132,OK,67070,*,*,*,*,*,*,*,*,*,*
15-1133,OK,85310,*,*,*,*,*,*,*,*,*,*
15-1141,OK,60300,*,*,*,*,*,*,*,*,*,*
15-1142,OK,54290,*,*,*,*,*,*,*,*,*,*
15-1150,OK,41120,*,*,*,*,*,*,*,*,*,*
15-1179,OK,60640,*,*,*,*,*,*,*,*,*,*
15-1799,OK,76510,*,*,*,*,*,*,*,*,*,*
15-2031,OK,71440,64610,67230,68590,71810,72030,69540,57970,53480,46630,42210
17-0000,OK,74290,67530,65420,63150,61620,59260,57100,55980,53590,50630,47450
17-2061,OK,97270,87960,82840,80230,82740,83430,82180,77800,70360,66820,64960
17-2112,OK,69840,68730,69490,66960,66770,63760,62080,59870,60470,59290,57090
17-3026,OK,55910,51840,67850,64580,*,*,*,54100,54090,39300,37090
19-0000,OK,63420,57430,55680,52160,51780,48710,47500,46910,45670,42370,40650
25-1021,OK,57060,54500,49400,38870,37240,-1,44030,40700,41720,42670,42470
27-0000,OK,37410,37790,35410,35730,34980,35010,33290,32300,29950,30130,28740
27-1014,OK,49870,44520,45780,45180,43500,43180,41490,37910,33010,31650,28860
27-1024,OK,34470,35610,36250,37100,35060,33610,34010,33800,31630,29820,29300
27-3042,OK,47310,44680,45750,49570,41580,41190,38400,39550,40880,39050,37690
29-2071,OK,30230,30190,29000,28480,26990,24850,24620,24840,23600,22500,21300
41-4011,OK,62050,62160,59190,59410,58520,53130,50880,51040,50980,52890,51520
43-9011,OK,32340,31890,32010,31980,31410,28880,28690,26350,25540,25030,22840
43-9021,OK,25920,25940,25700,23070,22050,21160,20960,21460,21000,20180,19540
43-9031,OK,32890,25360,23970,23580,27530,26050,27820,27120,26290,24960,23800
45-0000,OK,26220,26270,25520,22610,22140,20670,20490,20050,20150,20240,19190
49-2011,OK,37090,38310,37270,35340,32050,30460,33970,33080,29110,28700,24290
51-4011,OK,34660,33170,31650,29800,29910,30500,29220,28760,28440,26390,26300
51-4012,OK,45870,43780,43090,44600,41480,42090,40680,39940,34600,32570,30060
11-3021,OR,117900,116390,116000,103800,99720,94240,94750,93310,89540,81830,76340
13-0000,OR,61430,59120,57590,55660,53450,52060,52230,50760,49010,46850,45500
13-1081,OR,65310,63240,61370,60850,60630,59020,59090,*,*,*,*
13-1111,OR,73750,70420,67210,64090,61110,64470,67100,*,71590,61620,57580
15-0000,OR,73250,70790,70200,68020,66050,61720,61570,59110,58200,53630,49080
15-1011,OR,*,103330,111060,*,*,*,*,*,97560,84670,80460
15-1021,OR,*,67790,72630,67720,67830,61380,59920,53160,54050,47920,56250
15-1031,OR,*,88740,87840,85470,84390,79170,81010,78640,77000,74020,70730
15-1032,OR,*,94630,93190,91910,92620,91740,89390,83850,84040,72390,67480
15-1041,OR,*,44650,43650,42410,41460,41340,40910,38560,36160,34610,31110
15-1051,OR,*,76460,74020,71830,67270,65740,65180,62120,61770,60430,57590
15-1061,OR,*,75180,73020,70560,67540,64050,62930,59630,56500,52820,50330
15-1071,OR,*,67520,66020,62530,59710,57250,56080,55640,52800,49270,47280
15-1081,OR,*,67330,66330,63730,61090,58240,61280,61360,59790,59280,53050
15-1099,OR,*,67930,65790,63570,60490,53950,52270,*,*,*,*
15-1111,OR,90870,*,*,*,*,*,*,*,*,*,*
15-1121,OR,78630,*,*,*,*,*,*,*,*,*,*
15-1131,OR,68410,*,*,*,*,*,*,*,*,*,*
15-1132,OR,90240,*,*,*,*,*,*,*,*,*,*
15-1133,OR,98400,*,*,*,*,*,*,*,*,*,*
15-1141,OR,74800,*,*,*,*,*,*,*,*,*,*
15-1142,OR,68420,*,*,*,*,*,*,*,*,*,*
15-1150,OR,50230,*,*,*,*,*,*,*,*,*,*
15-1179,OR,70920,*,*,*,*,*,*,*,*,*,*
15-1799,OR,71930,*,*,*,*,*,*,*,*,*,*
15-2031,OR,71010,68760,68230,66600,64620,59090,57630,57880,53280,57450,56150
17-0000,OR,72710,70140,66110,62940,59950,58570,58670,56500,53770,52510,48060
17-2061,OR,*,*,*,86490,*,*,*,*,*,*,68730
17-2112,OR,83590,80800,79780,77570,*,67970,68360,65980,64650,63050,58470
17-3026,OR,49410,44940,*,44040,*,*,*,*,*,*,41190
19-0000,OR,56910,57480,55680,55170,52930,49940,52550,51150,47610,46500,43460
25-1021,OR,88730,88790,90950,88330,86030,80400,74850,65450,60770,66960,61250
27-0000,OR,48940,48160,46850,45070,42740,40840,41380,39430,37790,37330,34920
27-1014,OR,62690,58100,55350,55130,57420,51660,52480,*,46250,44120,42290
27-1024,OR,44320,44150,42230,43280,40580,40820,40540,39330,37510,36050,34900
27-3042,OR,68700,64180,64450,61490,60210,53210,53900,50870,50020,50310,45940
29-2071,OR,35970,34970,33560,31920,30240,29490,28760,27720,26710,26110,25960
41-4011,OR,97010,97000,93730,80520,75310,69020,71300,65880,57430,53050,49640
43-9011,OR,39170,38320,37850,34540,33020,31800,32180,30920,32530,31660,32270
43-9021,OR,27560,27920,27590,27000,25520,25000,24670,24080,23560,22780,22750
43-9031,OR,38610,35660,34260,33460,34800,34660,35330,31800,30540,32020,29000
45-0000,OR,30370,30440,29980,29510,28690,29200,28140,27090,26570,26410,25400
49-2011,OR,36010,36970,36980,38030,37350,37370,36040,35530,34380,35830,34560
51-4011,OR,36900,37310,39900,37360,36000,32810,33360,32830,33930,32510,30950
51-4012,OR,53970,53210,56530,52630,52620,47350,47940,44360,45130,47650,47670
11-3021,PA,122720,122200,117780,112500,108520,98450,93220,87350,80620,74300,72000
13-0000,PA,66120,64810,62340,60400,57300,56270,54960,52130,49900,46850,44520
13-1081,PA,73870,70930,69580,64300,64860,60310,61820,*,*,*,*
13-1111,PA,92390,89070,85550,83750,83940,77280,76290,72950,67470,61020,58700
15-0000,PA,73780,73110,70580,67240,64170,62780,61530,58870,56820,55500,53830
15-1011,PA,*,86180,77170,77150,74260,94310,93380,80210,73970,70710,67640
15-1021,PA,*,77870,75990,71970,65090,61290,60640,58800,58430,57310,56400
15-1031,PA,*,83170,83600,82130,79410,77030,73850,68590,65000,65500,63000
15-1032,PA,*,91590,89430,83360,81530,79610,78000,75120,71130,70350,66840
15-1041,PA,*,43250,42320,41210,41180,40550,40970,39890,40610,38980,39210
15-1051,PA,*,78780,76410,71010,66150,66360,66560,64460,62240,61690,57950
15-1061,PA,*,71820,67910,66640,62060,60210,60160,60270,57510,55870,50770
15-1071,PA,*,71840,68900,66070,64040,62050,60840,56910,53640,51870,50350
15-1081,PA,*,77970,74250,70690,68550,65490,62420,60940,59220,59090,59520
15-1099,PA,*,76310,72410,68110,66320,53420,54820,*,*,*,*
15-1111,PA,79580,*,*,*,*,*,*,*,*,*,*
15-1121,PA,79780,*,*,*,*,*,*,*,*,*,*
15-1131,PA,71290,*,*,*,*,*,*,*,*,*,*
15-1132,PA,82510,*,*,*,*,*,*,*,*,*,*
15-1133,PA,94800,*,*,*,*,*,*,*,*,*,*
15-1141,PA,71850,*,*,*,*,*,*,*,*,*,*
15-1142,PA,74720,*,*,*,*,*,*,*,*,*,*
15-1150,PA,46570,*,*,*,*,*,*,*,*,*,*
15-1179,PA,81160,*,*,*,*,*,*,*,*,*,*
15-1799,PA,79490,*,*,*,*,*,*,*,*,*,*
15-2031,PA,80000,74900,70350,70800,66000,63180,60470,59330,60850,50180,47040
17-0000,PA,69610,68330,66720,64670,63440,60410,59440,55730,54040,52540,50780
17-2061,PA,78970,88380,91680,87730,89050,82380,81610,75670,72480,68310,63700
17-2112,PA,77310,76780,73180,71180,69790,68920,68090,63630,61350,58560,57730
17-3026,PA,51460,50250,51570,49770,49390,45580,46020,46490,48930,51220,51540
19-0000,PA,66610,65920,63930,59920,55960,55350,55830,53930,49350,44750,43640
25-1021,PA,80940,78280,80690,78270,70570,60450,63930,61950,62800,60780,55940
27-0000,PA,45830,45470,44880,42700,39980,37700,37350,37890,38500,37530,37760
27-1014,PA,50180,50580,53190,51150,47080,46570,45620,49050,46850,47650,46580
27-1024,PA,43470,42870,42450,40770,39520,37800,37560,35840,37600,37660,35980
27-3042,PA,64720,61580,59840,57270,54490,52380,47160,51140,49030,46190,44690
29-2071,PA,33310,32150,31410,31050,30470,29200,28460,27650,26610,25970,24920
41-4011,PA,87120,79930,80570,78840,75330,69300,68380,63600,63520,64730,62270
43-9011,PA,40330,38520,37090,35140,34790,33210,32430,31670,29510,28400,26900
43-9021,PA,28060,28080,27010,26180,25100,24220,23690,22670,21990,21340,20740
43-9031,PA,35670,36620,37290,39190,39320,35920,37750,31380,31170,29700,29570
45-0000,PA,29440,28340,28030,27760,24530,23630,23180,24090,23950,23350,21520
49-2011,PA,41740,41520,41300,41370,40180,39500,38350,35330,34690,34650,33070
51-4011,PA,36650,36090,34540,33360,32210,31960,30990,31700,30380,28910,27680
51-4012,PA,45320,45250,43750,45340,45570,46690,42420,39400,37630,35450,34550
11-3021,RI,118470,120440,121350,115330,102040,96850,94350,91800,93650,86840,80300
13-0000,RI,65390,63080,62890,62520,60160,58960,56550,56810,55280,52230,49190
13-1081,RI,69790,71200,72720,68830,64760,60130,59330,*,*,*,*
13-1111,RI,78040,72990,69890,75570,74330,81000,69480,85500,87160,83640,61950
15-0000,RI,74590,75090,74570,73290,67640,64890,63690,60560,58230,53260,48790
15-1011,RI,*,103660,98990,98400,90660,85840,83720,77600,73440,67960,64450
15-1021,RI,*,70050,68990,67380,63240,61420,58790,56010,56930,55490,51870
15-1031,RI,*,88260,86560,82980,82720,80370,79340,74530,68180,65210,61780
15-1032,RI,*,91770,91490,87560,85490,80500,78170,74500,70740,68610,69440
15-1041,RI,*,44210,44250,44100,40850,39100,39190,38980,40340,39400,37330
15-1051,RI,*,90140,88210,82470,71190,68460,67650,64120,63080,60510,57250
15-1061,RI,*,81080,*,76770,72760,67250,70970,66360,60630,54470,54650
15-1071,RI,*,70520,69510,68310,61890,60800,60320,62540,60630,56490,55580
15-1081,RI,*,73830,74740,76000,65520,63260,58360,59110,56490,54580,48770
15-1099,RI,*,75100,72970,70460,66750,63570,60670,*,*,*,*
15-1111,RI,104730,*,*,*,*,*,*,*,*,*,*
15-1121,RI,78130,*,*,*,*,*,*,*,*,*,*
15-1131,RI,68240,*,*,*,*,*,*,*,*,*,*
15-1132,RI,92550,*,*,*,*,*,*,*,*,*,*
15-1133,RI,94240,*,*,*,*,*,*,*,*,*,*
15-1141,RI,79930,*,*,*,*,*,*,*,*,*,*
15-1142,RI,74370,*,*,*,*,*,*,*,*,*,*
15-1150,RI,48990,*,*,*,*,*,*,*,*,*,*
15-1179,RI,78100,*,*,*,*,*,*,*,*,*,*
15-1799,RI,73800,*,*,*,*,*,*,*,*,*,*
15-2031,RI,79990,93270,81730,78300,83690,84390,82880,*,61270,59240,53230
17-0000,RI,80380,77220,74210,70860,68660,67000,64940,62590,57380,55680,53090
17-2061,RI,100120,88740,89780,88370,84950,79900,74810,71760,63680,64730,65290
17-2112,RI,82020,78550,74710,71780,70810,69100,68080,68690,63620,64280,63650
17-3026,RI,50730,46660,44100,40860,39950,38310,42410,41650,40650,37460,37520
19-0000,RI,66270,62260,65350,63180,59560,57800,57070,54770,52350,46180,45720
25-1021,RI,112120,105490,106640,88660,86490,83810,75270,74550,74440,58690,66380
27-0000,RI,51960,51210,48720,45790,44450,43530,42240,41350,39810,37900,36500
27-1014,RI,*,*,42390,47200,41450,43740,42080,43480,41220,43360,40060
27-1024,RI,52040,51170,49800,44700,44430,39990,42200,43810,42290,39510,38890
27-3042,RI,65170,61180,60320,46650,*,49250,46080,51530,49300,49720,48270
29-2071,RI,37980,36760,36580,35220,33360,31510,31190,30700,29140,29560,27550
41-4011,RI,81220,77910,74890,71740,83410,64070,64700,61730,62490,58490,59930
43-9011,RI,42360,41200,36870,35850,34730,36050,31930,31640,31390,30570,30080
43-9021,RI,30740,30060,31080,27720,27190,25700,26490,25580,24730,23840,23400
43-9031,RI,38580,37240,36620,*,43950,40670,36700,35250,35360,34650,33320
45-0000,RI,24230,22400,23230,22280,24420,22410,23230,21440,23500,22120,20020
49-2011,RI,42380,41240,39190,38150,36660,36020,37880,*,34730,30910,29080
51-4011,RI,37850,35290,31770,33070,32380,32090,33880,29530,29890,29780,27820
51-4012,RI,53670,49180,44020,41920,39170,38810,39030,38380,38510,37600,36860
11-3021,SC,99450,95810,95690,92120,83590,73810,72550,68570,70070,68590,68390
13-0000,SC,57300,55590,55030,53290,50410,47320,46810,44620,44250,42190,39540
13-1081,SC,62500,66120,63400,61900,59090,55250,54760,*,*,*,*
13-1111,SC,70810,70170,66910,65510,64470,62370,63680,58680,57690,58490,49070
15-0000,SC,60850,60290,60460,59400,57130,53070,52710,49590,49200,50280,48430
15-1011,SC,*,92620,91690,83760,73490,65590,62380,65540,66110,49750,45640
15-1021,SC,*,63320,61480,59570,57910,55410,54370,51050,52640,51330,50780
15-1031,SC,*,72030,74120,72940,68170,65150,65310,61500,64130,61410,57610
15-1032,SC,*,73670,74040,70960,69870,66500,69120,60860,58190,57020,53360
15-1041,SC,*,41640,40770,41150,39950,37360,35820,33980,33260,35170,33780
15-1051,SC,*,62460,64860,63200,62980,60470,58210,52330,50180,48720,48920
15-1061,SC,*,61770,61000,58340,58290,55320,56160,51250,47050,46120,44730
15-1071,SC,*,62540,58000,57100,54780,52810,51190,49120,47600,47980,48650
15-1081,SC,*,62710,63540,62680,58630,52550,53950,53820,58280,66760,54220
15-1099,SC,*,65240,63030,62480,57760,48350,47850,*,*,*,*
15-1111,SC,84200,*,*,*,*,*,*,*,*,*,*
15-1121,SC,64100,*,*,*,*,*,*,*,*,*,*
15-1131,SC,64390,*,*,*,*,*,*,*,*,*,*
15-1132,SC,71750,*,*,*,*,*,*,*,*,*,*
15-1133,SC,75860,*,*,*,*,*,*,*,*,*,*
15-1141,SC,63410,*,*,*,*,*,*,*,*,*,*
15-1142,SC,64530,*,*,*,*,*,*,*,*,*,*
15-1150,SC,43930,*,*,*,*,*,*,*,*,*,*
15-1179,SC,60020,*,*,*,*,*,*,*,*,*,*
15-1799,SC,69730,*,*,*,*,*,*,*,*,*,*
15-2031,SC,64300,64020,72660,65870,59800,50810,50290,45800,49570,50050,52250
17-0000,SC,68920,66690,65370,62730,60150,58310,57510,54630,54430,54000,53000
17-2061,SC,80590,69860,63020,58470,64160,59460,56730,55180,59550,58600,58280
17-2112,SC,74450,71790,71760,68980,66560,64600,65170,61850,65290,65450,63800
17-3026,SC,50350,47960,49860,49520,47050,52530,53140,50630,46640,45120,43420
19-0000,SC,54630,52230,53440,51780,50630,47020,46970,44360,45030,41340,41870
25-1021,SC,67150,63050,66730,61870,57530,55460,54100,53460,51690,46200,44520
27-0000,SC,41120,41110,39920,38160,36140,35140,34860,34200,34240,32720,31590
27-1014,SC,45970,41940,42800,44470,40000,31100,39800,38100,42450,37380,36330
27-1024,SC,41330,39660,40130,39110,35560,34300,34550,34360,34550,33010,32330
27-3042,SC,57130,55600,51410,52060,50850,47410,47290,44990,47990,45210,44430
29-2071,SC,32660,31770,30990,27350,27620,26970,26700,25950,24740,23220,24390
41-4011,SC,67450,62900,67490,64600,61850,56140,57270,53370,56440,53840,54750
