OCC;STATE;METROS;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
27-3042;AL;Birmingham-Hoover, AL;53020;52150;48370;44250;42060;35500;*;*;*;*;*
29-2071;AL;Birmingham-Hoover, AL;30730;30280;29480;27100;27570;25220;*;*;*;*;*
41-4011;AL;Birmingham-Hoover, AL;74740;69340;77170;82370;77190;64700;*;*;*;*;*
43-9011;AL;Birmingham-Hoover, AL;36000;33830;33110;31550;30100;27400;*;*;*;*;*
43-9021;AL;Birmingham-Hoover, AL;27970;28290;26970;29030;26730;25070;*;*;*;*;*
43-9031;AL;Birmingham-Hoover, AL;35370;31460;-1;35400;47080;*;*;*;*;*;*
45-0000;AL;Birmingham-Hoover, AL;29180;26250;24410;24710;25730;25150;*;*;*;*;*
49-2011;AL;Birmingham-Hoover, AL;42870;46450;44120;41160;38620;39030;*;*;*;*;*
51-4011;AL;Birmingham-Hoover, AL;31880;28860;26690;27420;25500;*;*;*;*;*;*
51-4012;AL;Birmingham-Hoover, AL;42500;*;*;*;*;*;*;*;*;*;*
00-0000;AL;Decatur, AL;36850;35440;34200;33340;31320;31190;*;*;*;*;*
11-3021;AL;Decatur, AL;*;100260;88290;84800;*;77320;*;*;*;*;*
13-0000;AL;Decatur, AL;56860;55260;52040;52730;48100;52210;*;*;*;*;*
13-1081;AL;Decatur, AL;80100;*;*;63420;*;*;*;*;*;*;*
13-1111;AL;Decatur, AL;*;*;*;61340;*;70130;*;*;*;*;*
15-0000;AL;Decatur, AL;60160;57650;55040;56500;53190;54590;*;*;*;*;*
15-1021;AL;Decatur, AL;*;56500;54960;52980;*;67880;*;*;*;*;*
15-1031;AL;Decatur, AL;*;-1;56640;61030;62360;69490;*;*;*;*;*
15-1041;AL;Decatur, AL;*;34390;31470;31100;28670;25550;*;*;*;*;*
15-1051;AL;Decatur, AL;*;*;60030;*;63390;62530;*;*;*;*;*
15-1071;AL;Decatur, AL;*;59060;60700;61640;*;*;*;*;*;*;*
15-1121;AL;Decatur, AL;56910;*;*;*;*;*;*;*;*;*;*
15-1142;AL;Decatur, AL;56930;*;*;*;*;*;*;*;*;*;*
15-1150;AL;Decatur, AL;42310;*;*;*;*;*;*;*;*;*;*
17-0000;AL;Decatur, AL;76150;62650;63620;64720;59600;59310;*;*;*;*;*
17-2112;AL;Decatur, AL;86880;81200;82070;80260;72850;66800;*;*;*;*;*
17-3026;AL;Decatur, AL;60360;58820;58430;*;47550;46670;*;*;*;*;*
19-0000;AL;Decatur, AL;61510;58420;59640;52200;45540;46380;*;*;*;*;*
27-0000;AL;Decatur, AL;30970;31150;29900;28980;32640;32440;*;*;*;*;*
27-1024;AL;Decatur, AL;*;*;33080;26970;*;32380;*;*;*;*;*
29-2071;AL;Decatur, AL;27780;29080;29250;26300;23090;21730;*;*;*;*;*
41-4011;AL;Decatur, AL;*;*;*;*;63950;66930;*;*;*;*;*
43-9011;AL;Decatur, AL;*;*;20630;23800;*;*;*;*;*;*;*
43-9021;AL;Decatur, AL;25120;27120;*;22470;19580;18640;*;*;*;*;*
45-0000;AL;Decatur, AL;32120;34150;23210;21440;22050;20640;*;*;*;*;*
49-2011;AL;Decatur, AL;*;*;28020;28850;*;31970;*;*;*;*;*
51-4011;AL;Decatur, AL;31740;30100;28890;28650;26900;29400;*;*;*;*;*
00-0000;AL;Dothan, AL;34510;34190;32920;33000;30890;29210;*;*;*;*;*
11-3021;AL;Dothan, AL;*;*;*;*;90480;77370;*;*;*;*;*
13-0000;AL;Dothan, AL;56180;56950;53240;54440;46550;47000;*;*;*;*;*
13-1111;AL;Dothan, AL;*;-1;*;*;*;*;*;*;*;*;*
15-0000;AL;Dothan, AL;52600;51740;50720;50710;46330;44880;*;*;*;*;*
15-1021;AL;Dothan, AL;*;42470;42020;*;52330;46720;*;*;*;*;*
15-1031;AL;Dothan, AL;*;59890;*;58530;*;82000;*;*;*;*;*
15-1041;AL;Dothan, AL;*;40160;35430;31770;27340;30090;*;*;*;*;*
15-1051;AL;Dothan, AL;*;*;*;57870;49630;42760;*;*;*;*;*
15-1071;AL;Dothan, AL;*;63020;57860;60180;50640;51900;*;*;*;*;*
15-1081;AL;Dothan, AL;*;*;61330;64080;57660;*;*;*;*;*;*
15-1131;AL;Dothan, AL;56900;*;*;*;*;*;*;*;*;*;*
15-1142;AL;Dothan, AL;58170;*;*;*;*;*;*;*;*;*;*
15-1150;AL;Dothan, AL;45710;*;*;*;*;*;*;*;*;*;*
15-1179;AL;Dothan, AL;52790;*;*;*;*;*;*;*;*;*;*
17-0000;AL;Dothan, AL;62730;62940;59890;57320;55910;55530;*;*;*;*;*
17-2112;AL;Dothan, AL;*;*;*;*;*;66620;*;*;*;*;*
19-0000;AL;Dothan, AL;56290;57700;59300;55220;54170;51600;*;*;*;*;*
27-0000;AL;Dothan, AL;29430;32430;31940;30170;27590;25300;*;*;*;*;*
27-1024;AL;Dothan, AL;30940;28040;26550;26900;29800;28180;*;*;*;*;*
29-2071;AL;Dothan, AL;26340;24140;22030;22360;20280;20290;*;*;*;*;*
41-4011;AL;Dothan, AL;51750;58510;64260;70770;118220;110240;*;*;*;*;*
43-9011;AL;Dothan, AL;*;*;*;*;*;30000;*;*;*;*;*
43-9021;AL;Dothan, AL;22730;23040;20300;20160;19260;18930;*;*;*;*;*
45-0000;AL;Dothan, AL;28300;28080;25900;25070;24230;20850;*;*;*;*;*
49-2011;AL;Dothan, AL;29760;*;34200;34210;30000;26680;*;*;*;*;*
51-4011;AL;Dothan, AL;*;*;*;*;*;28440;30490;30200;29990;29230;*
11-3021;AL;Decatur, AL MSA;*;*;*;*;*;*;*;*;66070;63100;59390
13-0000;AL;Decatur, AL MSA;*;*;*;*;*;*;51910;51290;51540;49430;42420
13-1111;AL;Decatur, AL MSA;*;*;*;*;*;*;73210;67810;61520;56090;56210
15-0000;AL;Decatur, AL MSA;*;*;*;*;*;*;56630;57350;58620;54250;52780
15-1021;AL;Decatur, AL MSA;*;*;*;*;*;*;70240;69880;69850;60200;61270
15-1031;AL;Decatur, AL MSA;*;*;*;*;*;*;*;*;*;63960;61890
15-1032;AL;Decatur, AL MSA;*;*;*;*;*;*;*;*;*;71070;*
15-1041;AL;Decatur, AL MSA;*;*;*;*;*;*;29650;34230;34930;33780;30380
15-1051;AL;Decatur, AL MSA;*;*;*;*;*;*;56860;63760;63370;53480;53480
15-1071;AL;Decatur, AL MSA;*;*;*;*;*;*;*;*;*;*;38750
15-1081;AL;Decatur, AL MSA;*;*;*;*;*;*;*;*;72150;55750;53090
17-0000;AL;Decatur, AL MSA;*;*;*;*;*;*;58940;55860;55430;53860;52080
17-2112;AL;Decatur, AL MSA;*;*;*;*;*;*;67440;61810;61380;56810;54910
17-3026;AL;Decatur, AL MSA;*;*;*;*;*;*;45310;43280;42720;38250;*
19-0000;AL;Decatur, AL MSA;*;*;*;*;*;*;45030;47130;50330;46050;43800
27-0000;AL;Decatur, AL MSA;*;*;*;*;*;*;32040;27280;28220;30520;32390
27-1024;AL;Decatur, AL MSA;*;*;*;*;*;*;*;*;*;*;31350
29-2071;AL;Decatur, AL MSA;*;*;*;*;*;*;22450;21480;*;*;20930
41-4011;AL;Decatur, AL MSA;*;*;*;*;*;*;70140;59880;54190;50670;48910
43-9011;AL;Decatur, AL MSA;*;*;*;*;*;*;*;25360;24930;25980;25770
43-9021;AL;Decatur, AL MSA;*;*;*;*;*;*;18410;*;20410;19790;19180
45-0000;AL;Decatur, AL MSA;*;*;*;*;*;*;19410;20800;22740;21110;21480
49-2011;AL;Decatur, AL MSA;*;*;*;*;*;*;*;25370;25780;*;*
51-4011;AL;Decatur, AL MSA;*;*;*;*;*;*;27850;26370;25900;24650;26080
00-0000;AL;Dothan, AL MSA;*;*;*;*;*;*;30890;30940;30160;28580;*
11-3021;AL;Dothan, AL MSA;*;*;*;*;*;*;72400;64730;65410;58280;60380
13-0000;AL;Dothan, AL MSA;*;*;*;*;*;*;47830;47720;46980;45010;43700
13-1111;AL;Dothan, AL MSA;*;*;*;*;*;*;59820;51320;51860;50630;51420
15-0000;AL;Dothan, AL MSA;*;*;*;*;*;*;49520;50290;42950;39710;44370
15-1021;AL;Dothan, AL MSA;*;*;*;*;*;*;51410;50940;51700;43100;43500
15-1031;AL;Dothan, AL MSA;*;*;*;*;*;*;*;78470;*;*;54330
15-1041;AL;Dothan, AL MSA;*;*;*;*;*;*;34750;35830;36660;29390;31850
15-1051;AL;Dothan, AL MSA;*;*;*;*;*;*;61340;60920;58170;48030;51580
15-1071;AL;Dothan, AL MSA;*;*;*;*;*;*;44980;45930;45740;41260;43980
17-0000;AL;Dothan, AL MSA;*;*;*;*;*;*;61620;55030;53690;52170;49720
17-2112;AL;Dothan, AL MSA;*;*;*;*;*;*;74400;59360;59000;51780;48000
19-0000;AL;Dothan, AL MSA;*;*;*;*;*;*;52920;60650;59110;54580;53400
27-0000;AL;Dothan, AL MSA;*;*;*;*;*;*;30510;29320;33080;31080;28000
27-1014;AL;Dothan, AL MSA;*;*;*;*;*;*;*;*;*;*;29290
27-1024;AL;Dothan, AL MSA;*;*;*;*;*;*;33630;31010;*;*;35830
29-2071;AL;Dothan, AL MSA;*;*;*;*;*;*;21620;19730;19620;19170;18500
41-4011;AL;Dothan, AL MSA;*;*;*;*;*;*;74360;61200;53980;55810;56710
43-9011;AL;Dothan, AL MSA;*;*;*;*;*;*;30060;27720;29490;23830;22850
43-9021;AL;Dothan, AL MSA;*;*;*;*;*;*;19830;19240;18990;18460;18290
45-0000;AL;Dothan, AL MSA;*;*;*;*;*;*;25360;21080;20560;20640;17370
49-2011;AL;Dothan, AL MSA;*;*;*;*;*;*;39530;26470;25800;22050;21650
00-0000;AL;Florence-Muscle Shoals, AL;34210;32670;31510;29940;29050;29420;*;*;*;*;*
11-3021;AL;Florence-Muscle Shoals, AL;*;89560;*;83180;*;*;*;*;*;*;*
13-0000;AL;Florence-Muscle Shoals, AL;55590;53520;53240;48230;45280;50590;*;*;*;*;*
15-0000;AL;Florence-Muscle Shoals, AL;54370;48570;45510;43490;42390;45540;*;*;*;*;*
15-1021;AL;Florence-Muscle Shoals, AL;*;46630;*;*;*;48830;*;*;*;*;*
15-1031;AL;Florence-Muscle Shoals, AL;*;*;44330;42480;*;*;*;*;*;*;*
15-1041;AL;Florence-Muscle Shoals, AL;*;38440;33950;30140;29410;30470;*;*;*;*;*
15-1051;AL;Florence-Muscle Shoals, AL;*;*;*;50240;47690;56240;*;*;*;*;*
15-1071;AL;Florence-Muscle Shoals, AL;*;58560;52960;48150;47430;*;*;*;*;*;*
15-1121;AL;Florence-Muscle Shoals, AL;74590;*;*;*;*;*;*;*;*;*;*
15-1131;AL;Florence-Muscle Shoals, AL;47100;*;*;*;*;*;*;*;*;*;*
15-1142;AL;Florence-Muscle Shoals, AL;61910;*;*;*;*;*;*;*;*;*;*
15-1150;AL;Florence-Muscle Shoals, AL;42410;*;*;*;*;*;*;*;*;*;*
17-0000;AL;Florence-Muscle Shoals, AL;68160;60160;53380;50450;45590;47670;*;*;*;*;*
17-2112;AL;Florence-Muscle Shoals, AL;78830;62640;*;*;*;54220;*;*;*;*;*
19-0000;AL;Florence-Muscle Shoals, AL;53300;49740;47870;48200;44060;47500;*;*;*;*;*
27-0000;AL;Florence-Muscle Shoals, AL;28370;26390;25260;25420;26680;23350;*;*;*;*;*
27-1024;AL;Florence-Muscle Shoals, AL;32680;25550;24640;*;23560;27060;*;*;*;*;*
29-2071;AL;Florence-Muscle Shoals, AL;26590;26880;25940;23710;21910;22180;*;*;*;*;*
41-4011;AL;Florence-Muscle Shoals, AL;55910;57480;*;*;*;*;*;*;*;*;*
43-9011;AL;Florence-Muscle Shoals, AL;*;20660;*;*;*;*;*;*;*;*;*
43-9021;AL;Florence-Muscle Shoals, AL;26850;24460;25140;21740;20450;20110;*;*;*;*;*
45-0000;AL;Florence-Muscle Shoals, AL;37510;31070;25730;25660;23610;23540;*;*;*;*;*
49-2011;AL;Florence-Muscle Shoals, AL;*;*;*;*;27410;28290;*;*;*;*;*
51-4011;AL;Florence-Muscle Shoals, AL;29370;28590;25720;24300;*;23090;*;*;*;*;*
00-0000;AL;Gadsden, AL;33130;33080;32330;30730;29480;28050;*;*;*;*;*
13-0000;AL;Gadsden, AL;51380;51480;50080;48260;46010;50740;*;*;*;*;*
15-0000;AL;Gadsden, AL;50370;53040;56010;49330;46720;*;*;*;*;*;*
15-1041;AL;Gadsden, AL;*;*;*;32460;29770;28330;*;*;*;*;*
17-0000;AL;Gadsden, AL;55690;54770;50810;51170;50880;51540;*;*;*;*;*
17-2112;AL;Gadsden, AL;73580;72470;71840;72020;68870;67440;*;*;*;*;*
19-0000;AL;Gadsden, AL;44810;52270;58280;49940;42710;39590;*;*;*;*;*
27-0000;AL;Gadsden, AL;31150;29970;30850;27970;27350;25480;*;*;*;*;*
29-2071;AL;Gadsden, AL;24570;24310;22980;22360;21990;23130;*;*;*;*;*
41-4011;AL;Gadsden, AL;*;*;*;*;*;53860;*;*;*;*;*
43-9011;AL;Gadsden, AL;*;*;*;*;*;32580;*;*;*;*;*
43-9021;AL;Gadsden, AL;22180;*;*;*;19120;18920;*;*;*;*;*
45-0000;AL;Gadsden, AL;34670;33790;37930;35510;35050;27620;*;*;*;*;*
49-2011;AL;Gadsden, AL;29660;29460;*;34880;33880;33620;*;*;*;*;*
51-4011;AL;Gadsden, AL;31770;30820;28580;*;29150;30410;29240;28220;27930;26980;*
11-3021;AL;Florence, AL MSA;*;*;*;*;*;*;*;*;54930;*;53690
13-0000;AL;Florence, AL MSA;*;*;*;*;*;*;47960;51030;47480;46700;40160
15-0000;AL;Florence, AL MSA;*;*;*;*;*;*;50010;50860;47980;40630;42290
15-1021;AL;Florence, AL MSA;*;*;*;*;*;*;57820;55590;*;35760;34020
15-1041;AL;Florence, AL MSA;*;*;*;*;*;*;32560;37870;34310;33160;34020
15-1051;AL;Florence, AL MSA;*;*;*;*;*;*;53300;59660;49680;*;54740
15-1071;AL;Florence, AL MSA;*;*;*;*;*;*;*;*;45590;45590;43980
17-0000;AL;Florence, AL MSA;*;*;*;*;*;*;50290;48540;46340;47020;45020
17-2112;AL;Florence, AL MSA;*;*;*;*;*;*;*;*;*;54330;51660
19-0000;AL;Florence, AL MSA;*;*;*;*;*;*;45660;46760;44610;45660;45660
27-0000;AL;Florence, AL MSA;*;*;*;*;*;*;22880;20820;25750;25650;24460
27-1024;AL;Florence, AL MSA;*;*;*;*;*;*;26440;*;*;*;*
29-2071;AL;Florence, AL MSA;*;*;*;*;*;*;26670;25480;24200;21700;19340
41-4011;AL;Florence, AL MSA;*;*;*;*;*;*;*;45670;43770;53990;*
43-9011;AL;Florence, AL MSA;*;*;*;*;*;*;*;*;26470;25890;27740
43-9021;AL;Florence, AL MSA;*;*;*;*;*;*;19800;18690;20080;19820;19050
45-0000;AL;Florence, AL MSA;*;*;*;*;*;*;26340;31290;27200;27160;19530
49-2011;AL;Florence, AL MSA;*;*;*;*;*;*;*;*;32830;33390;33390
51-4011;AL;Florence, AL MSA;*;*;*;*;*;*;22720;*;*;*;*
00-0000;AL;Huntsville, AL;48080;46220;44540;43260;41270;39540;*;*;*;*;*
11-3021;AL;Huntsville, AL;113940;110440;101680;102460;99260;89490;*;*;*;*;*
13-0000;AL;Huntsville, AL;76660;73680;71340;68130;65590;60110;*;*;*;*;*
13-1081;AL;Huntsville, AL;83920;82010;78860;76740;75300;64900;*;*;*;*;*
13-1111;AL;Huntsville, AL;95750;88560;90890;83300;80340;65710;*;*;*;*;*
15-0000;AL;Huntsville, AL;78540;77960;76980;73740;71000;70330;*;*;*;*;*
15-1011;AL;Huntsville, AL;*;101710;99310;95740;90730;*;*;*;*;*;*
15-1021;AL;Huntsville, AL;*;74480;72970;69240;66340;79150;*;*;*;*;*
15-1031;AL;Huntsville, AL;*;90580;86880;79390;77570;76370;*;*;*;*;*
15-1032;AL;Huntsville, AL;*;89490;89390;86220;85580;83460;*;*;*;*;*
15-1041;AL;Huntsville, AL;*;43210;41060;39020;38850;37320;*;*;*;*;*
15-1051;AL;Huntsville, AL;*;75230;75200;71000;68750;71690;*;*;*;*;*
15-1061;AL;Huntsville, AL;*;65130;65430;63830;61550;55410;*;*;*;*;*
15-1071;AL;Huntsville, AL;*;63180;61610;61710;56440;56000;*;*;*;*;*
15-1081;AL;Huntsville, AL;*;66680;68460;67890;69280;62750;*;*;*;*;*
15-1099;AL;Huntsville, AL;*;88340;88120;81190;78690;59580;*;*;*;*;*
15-1111;AL;Huntsville, AL;103410;*;*;*;*;*;*;*;*;*;*
15-1121;AL;Huntsville, AL;82170;*;*;*;*;*;*;*;*;*;*
15-1131;AL;Huntsville, AL;75810;*;*;*;*;*;*;*;*;*;*
15-1132;AL;Huntsville, AL;88940;*;*;*;*;*;*;*;*;*;*
15-1133;AL;Huntsville, AL;91970;*;*;*;*;*;*;*;*;*;*
15-1141;AL;Huntsville, AL;68540;*;*;*;*;*;*;*;*;*;*
15-1142;AL;Huntsville, AL;61220;*;*;*;*;*;*;*;*;*;*
15-1150;AL;Huntsville, AL;45520;*;*;*;*;*;*;*;*;*;*
15-1179;AL;Huntsville, AL;68070;*;*;*;*;*;*;*;*;*;*
15-1799;AL;Huntsville, AL;86570;*;*;*;*;*;*;*;*;*;*
15-2031;AL;Huntsville, AL;97510;91720;85760;83250;82730;79580;*;*;*;*;*
17-0000;AL;Huntsville, AL;89880;86310;83470;79020;75620;71620;*;*;*;*;*
17-2061;AL;Huntsville, AL;97270;94920;90760;89180;88040;83740;*;*;*;*;*
17-2112;AL;Huntsville, AL;85090;82520;80640;77660;70590;71890;*;*;*;*;*
17-3026;AL;Huntsville, AL;48210;45390;38870;42410;35910;39920;*;*;*;*;*
19-0000;AL;Huntsville, AL;67100;72090;70010;75340;61360;62170;*;*;*;*;*
25-1021;AL;Huntsville, AL;62580;66020;67400;66550;59360;54010;*;*;*;*;*
27-0000;AL;Huntsville, AL;41680;43120;42150;40240;41520;37890;*;*;*;*;*
27-1014;AL;Huntsville, AL;*;*;*;*;*;36040;*;*;*;*;*
27-1024;AL;Huntsville, AL;51670;49010;45790;41990;43670;36510;*;*;*;*;*
27-3042;AL;Huntsville, AL;57330;54660;54210;53300;53290;49840;*;*;*;*;*
29-2071;AL;Huntsville, AL;30790;29200;26980;25860;24440;25080;*;*;*;*;*
41-4011;AL;Huntsville, AL;86790;75520;72920;60600;53410;53450;*;*;*;*;*
43-9011;AL;Huntsville, AL;37100;33040;32350;30540;30710;34710;*;*;*;*;*
43-9021;AL;Huntsville, AL;26020;26580;25120;25000;22390;20760;*;*;*;*;*
45-0000;AL;Huntsville, AL;24700;27120;28780;24090;22580;21120;*;*;*;*;*
49-2011;AL;Huntsville, AL;40850;38900;47630;45410;45530;35780;*;*;*;*;*
51-4011;AL;Huntsville, AL;36120;30540;25730;24060;24720;30310;*;*;*;*;*
51-4012;AL;Huntsville, AL;*;30970;37310;36450;*;*;28320;27690;27790;26270;*
11-3021;AL;Gadsden, AL MSA;*;*;*;*;*;*;*;60770;*;*;*
13-0000;AL;Gadsden, AL MSA;*;*;*;*;*;*;48810;42550;40880;40220;36880
15-0000;AL;Gadsden, AL MSA;*;*;*;*;*;*;56860;55620;55730;37990;34210
15-1021;AL;Gadsden, AL MSA;*;*;*;*;*;*;68900;69510;*;*;*
15-1041;AL;Gadsden, AL MSA;*;*;*;*;*;*;36430;35960;36280;*;*
15-1071;AL;Gadsden, AL MSA;*;*;*;*;*;*;63110;61830;*;*;*
17-0000;AL;Gadsden, AL MSA;*;*;*;*;*;*;50280;46710;44780;39240;33980
17-2112;AL;Gadsden, AL MSA;*;*;*;*;*;*;64310;*;*;*;*
19-0000;AL;Gadsden, AL MSA;*;*;*;*;*;*;44750;39680;40240;38060;35210
27-0000;AL;Gadsden, AL MSA;*;*;*;*;*;*;26520;26510;28550;22770;20450
29-2071;AL;Gadsden, AL MSA;*;*;*;*;*;*;18830;18370;18950;19170;18160
41-4011;AL;Gadsden, AL MSA;*;*;*;*;*;*;42170;45430;47740;43470;51270
43-9011;AL;Gadsden, AL MSA;*;*;*;*;*;*;29400;20510;23420;*;*
43-9021;AL;Gadsden, AL MSA;*;*;*;*;*;*;18830;17360;18300;18670;17970
45-0000;AL;Gadsden, AL MSA;*;*;*;*;*;*;*;23670;23650;*;28530
49-2011;AL;Gadsden, AL MSA;*;*;*;*;*;*;22670;18900;17570;21900;24530
51-4011;AL;Gadsden, AL MSA;*;*;*;*;*;*;30220;22330;22180;22820;22930
00-0000;AL;Mobile, AL;38240;36850;35440;34380;32940;31880;*;*;*;*;*
11-3021;AL;Mobile, AL;105550;107720;97860;97960;94300;74900;*;*;*;*;*
13-0000;AL;Mobile, AL;59770;57880;56000;49840;48680;46680;*;*;*;*;*
13-1081;AL;Mobile, AL;69960;66170;68100;*;57170;54180;*;*;*;*;*
13-1111;AL;Mobile, AL;84880;89320;77540;67210;56010;65090;*;*;*;*;*
15-0000;AL;Mobile, AL;58710;60530;57300;53650;48960;47540;*;*;*;*;*
15-1021;AL;Mobile, AL;*;63390;59450;45820;43510;41670;*;*;*;*;*
15-1031;AL;Mobile, AL;*;70970;64480;60060;57900;55770;*;*;*;*;*
15-1032;AL;Mobile, AL;*;68490;66870;70980;69120;69230;*;*;*;*;*
15-1041;AL;Mobile, AL;*;38370;36710;33940;33490;37210;*;*;*;*;*
15-1051;AL;Mobile, AL;*;70800;68450;66020;58040;53550;*;*;*;*;*
15-1061;AL;Mobile, AL;*;51480;48410;48710;50760;55600;*;*;*;*;*
15-1071;AL;Mobile, AL;*;55400;51970;51360;52060;51620;*;*;*;*;*
15-1081;AL;Mobile, AL;*;58150;54010;56930;45980;49300;*;*;*;*;*
15-1099;AL;Mobile, AL;*;74130;74620;*;57100;52850;*;*;*;*;*
15-1121;AL;Mobile, AL;54910;*;*;*;*;*;*;*;*;*;*
15-1131;AL;Mobile, AL;62420;*;*;*;*;*;*;*;*;*;*
15-1132;AL;Mobile, AL;71610;*;*;*;*;*;*;*;*;*;*
15-1133;AL;Mobile, AL;68280;*;*;*;*;*;*;*;*;*;*
15-1141;AL;Mobile, AL;55520;*;*;*;*;*;*;*;*;*;*
15-1142;AL;Mobile, AL;63000;*;*;*;*;*;*;*;*;*;*
15-1150;AL;Mobile, AL;41050;*;*;*;*;*;*;*;*;*;*
15-1179;AL;Mobile, AL;46490;*;*;*;*;*;*;*;*;*;*
15-1799;AL;Mobile, AL;72380;*;*;*;*;*;*;*;*;*;*
15-2031;AL;Mobile, AL;89680;*;*;*;*;*;*;*;*;*;*
17-0000;AL;Mobile, AL;64980;65110;63940;62130;58630;58610;*;*;*;*;*
17-2061;AL;Mobile, AL;*;*;72330;60370;58410;60910;*;*;*;*;*
17-2112;AL;Mobile, AL;75020;75590;75850;73340;69070;64600;*;*;*;*;*
17-3026;AL;Mobile, AL;50200;50690;53650;50080;*;44290;*;*;*;*;*
19-0000;AL;Mobile, AL;51240;48350;50320;48530;50570;50010;*;*;*;*;*
25-1021;AL;Mobile, AL;76750;*;*;*;*;*;*;*;*;*;*
27-0000;AL;Mobile, AL;38480;40790;39850;35320;34180;31590;*;*;*;*;*
27-1024;AL;Mobile, AL;37570;43000;41590;37940;36130;34960;*;*;*;*;*
29-2071;AL;Mobile, AL;27290;28450;28180;25300;22290;21540;*;*;*;*;*
41-4011;AL;Mobile, AL;85920;82620;66770;70310;71490;63680;*;*;*;*;*
43-9011;AL;Mobile, AL;34610;35150;30020;30060;28900;31300;*;*;*;*;*
43-9021;AL;Mobile, AL;26190;23350;22280;20360;19910;23820;*;*;*;*;*
43-9031;AL;Mobile, AL;*;*;*;*;20990;21990;*;*;*;*;*
45-0000;AL;Mobile, AL;22920;21480;22610;20740;20500;20630;*;*;*;*;*
49-2011;AL;Mobile, AL;36300;35820;35630;33490;30740;27770;*;*;*;*;*
00-0000;AL;Montgomery, AL;38330;37330;35860;34880;33250;32620;*;*;*;*;*
11-3021;AL;Montgomery, AL;109250;107750;105150;107790;91300;87450;*;*;*;*;*
13-0000;AL;Montgomery, AL;59260;58850;55760;55480;53600;52870;*;*;*;*;*
13-1081;AL;Montgomery, AL;63810;63980;61800;60940;62220;59930;*;*;*;*;*
13-1111;AL;Montgomery, AL;62600;63780;58200;64830;57690;56410;*;*;*;*;*
15-0000;AL;Montgomery, AL;66610;66380;62270;66570;63220;68930;*;*;*;*;*
15-1021;AL;Montgomery, AL;*;70400;62870;60880;56700;59340;*;*;*;*;*
15-1031;AL;Montgomery, AL;*;78940;80430;72180;69390;55770;*;*;*;*;*
15-1032;AL;Montgomery, AL;*;75010;68120;73870;74180;93460;*;*;*;*;*
15-1041;AL;Montgomery, AL;*;39690;38420;39970;39410;37250;*;*;*;*;*
15-1051;AL;Montgomery, AL;*;71350;65430;70940;66970;78230;*;*;*;*;*
15-1061;AL;Montgomery, AL;*;62050;64060;59350;57510;56020;*;*;*;*;*
15-1071;AL;Montgomery, AL;*;62260;61630;80720;71680;106110;*;*;*;*;*
15-1081;AL;Montgomery, AL;*;65410;64660;76130;66530;74880;*;*;*;*;*
15-1099;AL;Montgomery, AL;*;77080;73470;70580;68370;49520;*;*;*;*;*
15-1121;AL;Montgomery, AL;72230;*;*;*;*;*;*;*;*;*;*
15-1131;AL;Montgomery, AL;69610;*;*;*;*;*;*;*;*;*;*
15-1132;AL;Montgomery, AL;79630;*;*;*;*;*;*;*;*;*;*
15-1133;AL;Montgomery, AL;76870;*;*;*;*;*;*;*;*;*;*
15-1141;AL;Montgomery, AL;65910;*;*;*;*;*;*;*;*;*;*
15-1142;AL;Montgomery, AL;66740;*;*;*;*;*;*;*;*;*;*
15-1150;AL;Montgomery, AL;40250;*;*;*;*;*;*;*;*;*;*
15-1179;AL;Montgomery, AL;58870;*;*;*;*;*;*;*;*;*;*
15-2031;AL;Montgomery, AL;55500;50560;51340;49790;47450;40000;*;*;*;*;*
17-0000;AL;Montgomery, AL;62200;59590;56390;54310;52570;50030;*;*;*;*;*
17-2061;AL;Montgomery, AL;87430;84720;81980;79390;*;*;*;*;*;*;*
17-2112;AL;Montgomery, AL;72900;70670;68290;66320;60940;58480;*;*;*;*;*
17-3026;AL;Montgomery, AL;47580;42900;42950;44500;38970;37250;*;*;*;*;*
19-0000;AL;Montgomery, AL;54870;53500;51890;51110;49470;46660;*;*;*;*;*
25-1021;AL;Montgomery, AL;74140;*;71060;77110;63470;61590;*;*;*;*;*
27-0000;AL;Montgomery, AL;40050;40210;40690;41960;37880;35450;*;*;*;*;*
27-1024;AL;Montgomery, AL;40010;42930;43500;42500;35170;31010;*;*;*;*;*
27-3042;AL;Montgomery, AL;47620;48850;48300;53670;50700;45400;*;*;*;*;*
29-2071;AL;Montgomery, AL;26840;26720;25760;24440;23760;20960;*;*;*;*;*
41-4011;AL;Montgomery, AL;66680;59800;66380;64060;76260;61490;*;*;*;*;*
43-9011;AL;Montgomery, AL;25530;28490;30720;31540;32230;29250;*;*;*;*;*
43-9021;AL;Montgomery, AL;25230;24270;23500;24330;23480;24050;*;*;*;*;*
43-9031;AL;Montgomery, AL;*;*;*;*;26100;*;*;*;*;*;*
45-0000;AL;Montgomery, AL;26900;28760;27890;28170;27050;24800;*;*;*;*;*
49-2011;AL;Montgomery, AL;43030;41770;40660;42900;36530;35030;*;*;*;*;*
51-4011;AL;Montgomery, AL;35410;35220;33290;33800;32070;32710;*;*;*;*;*
51-4012;AL;Montgomery, AL;*;*;*;40590;*;*;39340;38360;37760;35300;*
11-3021;AL;Huntsville, AL MSA;*;*;*;*;*;*;87750;83730;78910;73590;73050
13-0000;AL;Huntsville, AL MSA;*;*;*;*;*;*;58910;59750;55340;53540;51690
