OCC,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
13-1111,OH,18030,17450,18440,17470,17350,15210,14130,14710,11500,9890,9370
15-0000,OH,119540,123580,120180,115260,104110,100340,98440,96070,94370,93670,95820
15-1011,OH,*,800,780,750,1490,1340,1370,-1,-1,440,350
15-1021,OH,*,13250,13590,14270,13310,14580,13880,15540,17460,17290,20300
15-1031,OH,*,20690,20360,18860,16010,15070,14930,13080,9560,10580,9020
15-1032,OH,*,9700,8950,8080,7130,7860,7990,7310,7140,5990,5430
15-1041,OH,*,21870,21360,20300,16740,15860,15620,16200,16770,17950,18500
15-1051,OH,*,17860,15180,14600,14550,15420,15320,13550,13600,13440,13940
15-1061,OH,*,3940,4370,4980,4880,4610,4270,5050,5070,5090,5140
15-1071,OH,*,15510,14750,13430,11930,11410,10800,10760,10170,9630,9830
15-1081,OH,*,9620,8970,8550,6640,6150,5550,4800,3650,3760,3650
15-1099,OH,*,7640,7700,7340,7280,5440,5570,*,*,*,*
15-1111,OH,720,*,*,*,*,*,*,*,*,*,*
15-1121,OH,21200,*,*,*,*,*,*,*,*,*,*
15-1131,OH,11980,*,*,*,*,*,*,*,*,*,*
15-1132,OH,19440,*,*,*,*,*,*,*,*,*,*
15-1133,OH,8050,*,*,*,*,*,*,*,*,*,*
15-1141,OH,3560,*,*,*,*,*,*,*,*,*,*
15-1142,OH,14350,*,*,*,*,*,*,*,*,*,*
15-1150,OH,21030,*,*,*,*,*,*,*,*,*,*
15-1179,OH,8450,*,*,*,*,*,*,*,*,*,*
15-1799,OH,7420,*,*,*,*,*,*,*,*,*,*
15-2031,OH,1970,970,1080,980,1200,1320,1640,1520,1460,1180,1300
17-0000,OH,80770,84480,89970,88240,89730,92440,93780,95040,100380,102430,112200
17-2061,OH,660,580,520,500,620,1030,1180,1260,1330,1200,760
17-2112,OH,10840,11910,12720,12470,12960,12180,12090,11100,10920,11650,12950
17-3026,OH,3040,3370,3520,3610,3380,3840,3640,3410,3650,3550,3740
19-0000,OH,29630,37840,37690,37030,35750,33770,34090,33890,34580,33920,36480
25-1021,OH,1480,1370,1480,1530,1730,1610,1610,1430,1110,1140,1060
27-0000,OH,54620,54730,56330,54510,53560,53570,54560,56260,55470,48880,50790
27-1014,OH,480,430,560,600,660,710,940,860,760,830,970
27-1024,OH,7760,7630,8200,8060,8040,6810,6300,5800,5370,5090,4740
27-3042,OH,1190,1370,1400,1320,1400,1530,1450,1250,1300,1360,1260
29-2071,OH,6510,6340,6370,6660,6510,6500,6520,6490,5990,5400,5000
41-4011,OH,21040,19160,14460,12790,11440,13450,13140,13770,13970,13230,14230
43-9011,OH,3040,3440,3560,4040,4800,6190,6740,7510,7570,9540,6930
43-9021,OH,9970,11930,14180,14050,14100,12930,13060,13720,16220,16860,18800
43-9031,OH,610,690,850,1190,1510,1460,1410,1290,1140,1800,1610
45-0000,OH,4120,4390,4990,5210,6190,6050,6470,6830,5600,6160,4880
49-2011,OH,3380,4010,4390,5390,4920,4790,4800,4460,4380,4310,4370
51-4011,OH,11490,11850,13270,11620,12570,11380,11610,10920,9260,10460,12400
51-4012,OH,1010,840,920,940,1090,1190,1200,1300,1360,1400,1530
11-3021,OK,2090,2080,2100,2030,2010,1800,2090,1990,2200,2130,1960
13-0000,OK,61480,61020,60040,57430,56130,50670,51620,47480,45710,44980,42730
13-1081,OK,2090,2110,1930,1720,1720,280,440,*,*,*,*
13-1111,OK,3670,3970,3940,4400,4350,4500,4580,3910,4140,3070,2510
15-0000,OK,22180,24300,26620,28420,26760,22850,23020,21950,22110,22800,20570
15-1011,OK,*,130,140,160,150,140,150,130,110,130,110
15-1021,OK,*,3320,3450,3700,3330,3160,2970,3130,3290,3480,3620
15-1031,OK,*,2680,2570,2310,2110,2490,2700,2740,2200,2000,1640
15-1032,OK,*,1820,1870,1900,1600,1410,1560,1550,1330,1880,720
15-1041,OK,*,6000,7600,9160,8850,6240,5820,5170,5910,6240,6220
15-1051,OK,*,3550,3540,3730,3360,4330,4200,3980,3900,3320,3290
15-1061,OK,*,1000,970,1050,1050,830,1030,1060,1060,920,870
15-1071,OK,*,2560,2650,2690,2880,2660,2880,2450,2240,2070,2070
15-1081,OK,*,1410,1880,1830,1690,910,980,880,780,1100,630
15-1099,OK,*,1180,1120,1070,1180,310,-1,*,*,*,*
15-1111,OK,150,*,*,*,*,*,*,*,*,*,*
15-1121,OK,2690,*,*,*,*,*,*,*,*,*,*
15-1131,OK,2670,*,*,*,*,*,*,*,*,*,*
15-1132,OK,2470,*,*,*,*,*,*,*,*,*,*
15-1133,OK,1340,*,*,*,*,*,*,*,*,*,*
15-1141,OK,890,*,*,*,*,*,*,*,*,*,*
15-1142,OK,2610,*,*,*,*,*,*,*,*,*,*
15-1150,OK,5830,*,*,*,*,*,*,*,*,*,*
15-1179,OK,1470,*,*,*,*,*,*,*,*,*,*
15-1799,OK,1200,*,*,*,*,*,*,*,*,*,*
15-2031,OK,420,440,560,520,320,260,280,230,310,330,310
17-0000,OK,24070,23240,24140,23120,22810,22450,22600,21790,21480,22430,23700
17-2061,OK,240,370,370,360,280,310,230,270,290,280,200
17-2112,OK,1480,1350,1370,1310,1400,1260,1210,1260,1300,1500,1710
17-3026,OK,670,680,-1,1050,*,*,*,790,940,730,710
19-0000,OK,9040,10410,10510,12610,13130,12310,12120,11720,11210,11820,10310
25-1021,OK,300,310,290,750,760,790,-1,420,410,270,290
27-0000,OK,12450,12810,13070,13310,14350,13840,13660,13650,13120,12990,14170
27-1014,OK,40,40,30,40,80,170,200,210,230,230,250
27-1024,OK,1300,1470,1470,1530,1430,1410,1390,1350,1240,940,1010
27-3042,OK,450,330,320,330,420,530,530,450,520,560,570
29-2071,OK,2900,2970,2920,2770,2660,2510,2340,2420,2020,1900,2150
41-4011,OK,5750,6170,6390,5660,4660,4810,4620,4290,3700,3450,3980
43-9011,OK,1330,1290,1720,870,1060,1380,1460,1930,2300,2220,2620
43-9021,OK,2420,2410,2970,2620,2820,2800,2770,3130,3470,3850,4590
43-9031,OK,100,120,160,210,120,130,160,170,190,160,140
45-0000,OK,4490,4240,4730,4340,4980,4490,4510,3280,3740,3720,3350
49-2011,OK,720,870,1030,1410,1480,1500,1740,1850,2070,2700,2540
51-4011,OK,1260,1560,1470,1430,1700,1990,2230,1960,1680,1980,1500
51-4012,OK,250,260,260,150,280,270,160,110,200,260,350
11-3021,OR,3820,3490,3380,3060,2990,2740,3100,2510,2590,2620,2510
13-0000,OR,69360,70080,71310,71450,69450,66210,64350,60570,57190,54200,52300
13-1081,OR,630,760,710,680,540,400,340,*,*,*,*
13-1111,OR,3830,3930,4320,3490,3520,2330,2370,*,2260,2230,2120
15-0000,OR,36810,36820,38080,36280,35180,33540,34570,32280,32630,34180,34670
15-1011,OR,*,130,210,*,*,*,*,*,30,50,80
15-1021,OR,*,2530,2930,3090,3110,2800,3170,3190,3650,4360,3120
15-1031,OR,*,7890,8130,7680,7360,6340,6770,6030,6150,5290,4120
15-1032,OR,*,1980,2370,2300,2320,2000,1860,2230,2570,2640,2530
15-1041,OR,*,6750,6900,6370,6380,6800,6700,6380,6250,7390,11060
15-1051,OR,*,4460,4200,3550,3380,4300,4520,4180,3780,4240,4470
15-1061,OR,*,1120,1200,1180,1080,920,990,800,850,950,920
15-1071,OR,*,3750,3630,3140,3050,2830,2850,2470,2490,2510,2650
15-1081,OR,*,1910,2020,2310,2190,2330,2600,2210,1970,2000,1680
15-1099,OR,*,5280,5420,5360,5090,4230,4170,*,*,*,*
15-1111,OR,60,*,*,*,*,*,*,*,*,*,*
15-1121,OR,4280,*,*,*,*,*,*,*,*,*,*
15-1131,OR,2700,*,*,*,*,*,*,*,*,*,*
15-1132,OR,7470,*,*,*,*,*,*,*,*,*,*
15-1133,OR,2310,*,*,*,*,*,*,*,*,*,*
15-1141,OR,1120,*,*,*,*,*,*,*,*,*,*
15-1142,OR,3670,*,*,*,*,*,*,*,*,*,*
15-1150,OR,7190,*,*,*,*,*,*,*,*,*,*
15-1179,OR,2510,*,*,*,*,*,*,*,*,*,*
15-1799,OR,4390,*,*,*,*,*,*,*,*,*,*
15-2031,OR,310,320,320,320,370,300,340,310,290,290,240
17-0000,OR,29940,31910,34760,35550,33830,31840,33830,31740,32460,37060,34420
17-2061,OR,*,*,*,3180,*,*,*,*,*,*,1360
17-2112,OR,2150,2250,2700,2490,*,2420,2320,2090,1990,2070,2280
17-3026,OR,680,720,*,3810,*,*,*,*,*,*,650
19-0000,OR,20160,21550,20950,19810,19330,18400,16320,16290,16990,16970,15560
25-1021,OR,300,260,280,300,290,230,250,300,450,410,550
27-0000,OR,22840,23470,24400,23510,21100,20460,19930,20400,18790,18300,17630
27-1014,OR,380,490,450,440,240,200,240,*,350,310,240
27-1024,OR,2310,2770,2730,2590,2110,2170,2050,2250,1950,1800,1810
27-3042,OR,580,590,720,650,630,670,710,670,630,650,670
29-2071,OR,2680,2770,2650,2430,2290,2320,2120,2020,1910,1890,1960
41-4011,OR,5210,4580,4560,4820,5760,6560,5960,5050,4340,4340,4610
43-9011,OR,550,600,660,930,1050,1070,810,850,1170,1170,1160
43-9021,OR,2120,2410,2540,2520,2490,2580,2420,2210,2900,3120,4120
43-9031,OR,400,440,390,510,510,440,360,440,520,500,340
45-0000,OR,10680,12160,12520,13600,12810,11330,11190,11780,12060,11780,11990
49-2011,OR,1490,1350,1480,1320,1480,1440,1570,1240,1370,1350,1250
51-4011,OR,2340,2290,2500,2520,2310,2100,1790,1560,1680,1580,1730
51-4012,OR,390,440,440,460,390,300,270,200,230,260,250
11-3021,PA,8870,9120,9060,9030,9460,10530,11430,11980,12590,12380,12630
13-0000,PA,247350,240750,246070,242640,251170,230310,218130,199810,193570,185130,187350
13-1081,PA,5500,5710,5270,4790,4450,2570,2240,*,*,*,*
13-1111,PA,20840,21900,20940,19900,18830,18710,18250,17420,15260,14030,13400
15-0000,PA,120720,123240,123330,119900,114090,107580,105020,101980,103960,104160,105950
15-1011,PA,*,1100,1070,1200,1200,710,550,460,500,390,410
15-1021,PA,*,18070,19490,19030,17080,15770,17210,17110,20510,20820,22730
15-1031,PA,*,14480,13170,13420,13750,12420,11780,9980,9680,9600,9790
15-1032,PA,*,10450,9620,8950,9310,12040,10370,10210,7200,7500,6970
15-1041,PA,*,21460,22890,22770,21400,19550,18960,18810,19680,17980,17490
15-1051,PA,*,22740,21660,20280,17170,17750,17550,17440,17390,17790,17950
15-1061,PA,*,4230,4460,4590,4450,3780,3670,3410,4150,4050,4400
15-1071,PA,*,14750,14770,13930,14910,13050,12400,11190,10280,9610,9710
15-1081,PA,*,6340,6470,6190,5630,5300,4940,5700,5050,4920,4840
15-1099,PA,*,5340,5110,4940,5190,3370,3800,*,*,*,*
15-1111,PA,950,*,*,*,*,*,*,*,*,*,*
15-1121,PA,19590,*,*,*,*,*,*,*,*,*,*
15-1131,PA,13570,*,*,*,*,*,*,*,*,*,*
15-1132,PA,14400,*,*,*,*,*,*,*,*,*,*
15-1133,PA,12790,*,*,*,*,*,*,*,*,*,*
15-1141,PA,3990,*,*,*,*,*,*,*,*,*,*
15-1142,PA,16780,*,*,*,*,*,*,*,*,*,*
15-1150,PA,22780,*,*,*,*,*,*,*,*,*,*
15-1179,PA,6420,*,*,*,*,*,*,*,*,*,*
15-1799,PA,5330,*,*,*,*,*,*,*,*,*,*
15-2031,PA,1870,2260,2240,2010,1460,1450,1770,1460,2110,2600,2900
17-0000,PA,94300,97460,98110,95620,93950,91490,90780,87560,89580,96220,100490
17-2061,PA,1910,1250,1360,1400,1540,2090,2010,1630,1430,1040,920
17-2112,PA,10940,10970,9590,8980,9220,9760,9310,7580,6120,6370,6930
17-3026,PA,3300,3780,3960,4060,3800,3580,3300,3040,2160,2400,2740
19-0000,PA,41430,58430,57350,54340,54250,50010,46770,45580,45430,43540,40570
25-1021,PA,1980,1880,2020,1750,1940,1750,1640,1760,1930,1750,1660
27-0000,PA,61330,62340,64360,62820,59380,56160,53430,51310,50340,49840,51220
27-1014,PA,430,590,690,730,620,640,520,700,690,600,590
27-1024,PA,7830,8120,8560,8470,7990,7030,7090,6640,5710,5420,4700
27-3042,PA,1550,1490,1580,1610,1610,1360,1840,1340,1460,1620,1880
29-2071,PA,7470,8070,7560,7620,7460,6970,6990,6370,5780,5080,5660
41-4011,PA,15030,15990,16310,16890,15790,17440,16390,15530,14710,12350,13320
43-9011,PA,3440,4180,4600,5100,5290,5280,5120,5700,7270,7580,8160
43-9021,PA,10750,11530,12490,12260,12700,13080,14490,14470,16560,18010,18910
43-9031,PA,1570,1890,1180,1040,770,780,780,990,1540,1900,1890
45-0000,PA,6640,6910,6850,6360,5720,5920,6430,6340,5890,5310,4700
49-2011,PA,3760,4320,4270,4240,4770,5450,6090,6610,6520,6320,6950
51-4011,PA,6190,6610,6780,7760,7700,7330,7180,6360,8590,8830,10720
51-4012,PA,1080,860,1110,1070,1250,1150,1000,790,890,940,1160
11-3021,RI,1200,1170,1140,-1,880,970,1020,990,-1,740,690
13-0000,RI,19160,19320,19930,20690,20950,19620,19590,19010,18970,17460,17160
13-1081,RI,260,220,240,290,210,160,110,*,*,*,*
13-1111,RI,1960,1740,1930,1670,1510,1340,1250,1530,1250,1250,700
15-0000,RI,10700,10170,10270,10220,9770,9750,10360,10300,9300,9510,9330
15-1011,RI,*,340,320,320,340,340,360,350,350,300,270
15-1021,RI,*,1250,1430,1400,1370,1460,1540,1680,1870,1720,1270
15-1031,RI,*,960,1010,1150,1220,1340,1430,1240,1020,930,850
15-1032,RI,*,1360,1240,1260,960,900,1020,-1,600,500,480
15-1041,RI,*,1870,1720,1510,1650,1750,1910,1840,-1,2920,-1
15-1051,RI,*,1300,1530,1900,1810,1930,2090,2230,-1,1370,990
15-1061,RI,*,200,*,260,270,280,280,260,280,250,260
15-1071,RI,*,930,990,900,840,700,740,800,710,670,660
15-1081,RI,*,-1,-1,320,290,280,340,380,260,230,120
15-1099,RI,*,980,940,920,740,490,350,*,*,*,*
15-1111,RI,360,*,*,*,*,*,*,*,*,*,*
15-1121,RI,1230,*,*,*,*,*,*,*,*,*,*
15-1131,RI,1230,*,*,*,*,*,*,*,*,*,*
15-1132,RI,890,*,*,*,*,*,*,*,*,*,*
15-1133,RI,1320,*,*,*,*,*,*,*,*,*,*
15-1141,RI,230,*,*,*,*,*,*,*,*,*,*
15-1142,RI,1040,*,*,*,*,*,*,*,*,*,*
15-1150,RI,2200,*,*,*,*,*,*,*,*,*,*
15-1179,RI,950,*,*,*,*,*,*,*,*,*,*
15-1799,RI,830,*,*,*,*,*,*,*,*,*,*
15-2031,RI,160,60,80,110,190,160,160,*,130,140,150
17-0000,RI,7490,7580,7890,8240,8320,8040,8150,7740,7750,8130,7840
17-2061,RI,230,170,240,300,-1,210,220,170,-1,170,150
17-2112,RI,490,520,470,580,670,720,770,470,510,570,590
17-3026,RI,110,170,210,230,210,210,160,290,-1,270,160
19-0000,RI,3160,3600,3500,3710,3600,4080,4290,4340,4080,4260,3510
25-1021,RI,110,110,100,150,150,-1,210,170,140,140,70
27-0000,RI,6080,6420,6840,6610,6730,6510,6660,5930,5470,5400,5780
27-1014,RI,*,*,30,60,70,-1,70,40,-1,140,190
27-1024,RI,570,620,640,720,830,890,1030,640,510,500,450
27-3042,RI,180,120,120,220,*,150,170,120,150,130,100
29-2071,RI,760,760,760,630,640,660,690,690,650,630,610
41-4011,RI,990,580,850,1100,-1,1030,1100,900,1140,1190,1240
43-9011,RI,450,490,500,580,510,-1,690,-1,800,740,760
43-9021,RI,730,890,920,1140,910,-1,790,810,1050,1160,1350
43-9031,RI,50,50,40,*,100,80,60,70,60,40,60
45-0000,RI,150,-1,-1,240,210,430,430,450,340,390,530
49-2011,RI,260,290,220,320,280,380,-1,*,560,620,-1
51-4011,RI,280,320,330,390,300,420,390,520,-1,520,520
51-4012,RI,60,100,90,100,80,80,70,-1,60,70,80
11-3021,SC,2340,2290,2790,2440,2280,2350,2600,2730,2900,2540,2270
13-0000,SC,59340,58870,59060,55960,55470,51480,51480,52870,48720,47940,43030
13-1081,SC,-1,1000,990,760,600,220,300,*,*,*,*
13-1111,SC,5460,5290,5960,4560,4250,3660,4240,4580,4870,4200,2860
15-0000,SC,26430,26700,28920,26130,24280,22600,21900,20670,19970,19570,20440
15-1011,SC,*,240,240,200,140,160,180,210,250,210,230
15-1021,SC,*,3520,5230,5060,4820,4290,4000,2990,3520,3570,4060
15-1031,SC,*,2540,2130,1920,1740,1700,1760,1650,1760,2040,2490
15-1032,SC,*,1770,2170,2100,2160,1700,1670,1700,1340,1560,1910
15-1041,SC,*,5500,5330,4450,4620,4960,4450,4130,4040,3350,3310
15-1051,SC,*,4750,5260,4740,4210,3580,3480,3890,3740,3030,2460
15-1061,SC,*,1140,1370,1240,890,850,860,600,660,690,850
15-1071,SC,*,3100,2880,2330,1840,1690,2000,1930,1820,1830,1820
15-1081,SC,*,2140,2400,2130,1830,2090,1970,2070,1420,1910,1950
15-1099,SC,*,1220,1000,960,820,330,300,*,*,*,*
15-1111,SC,210,*,*,*,*,*,*,*,*,*,*
15-1121,SC,4060,*,*,*,*,*,*,*,*,*,*
15-1131,SC,2970,*,*,*,*,*,*,*,*,*,*
15-1132,SC,2770,*,*,*,*,*,*,*,*,*,*
15-1133,SC,1400,*,*,*,*,*,*,*,*,*,*
15-1141,SC,940,*,*,*,*,*,*,*,*,*,*
15-1142,SC,3480,*,*,*,*,*,*,*,*,*,*
15-1150,SC,6250,*,*,*,*,*,*,*,*,*,*
15-1179,SC,2240,*,*,*,*,*,*,*,*,*,*
15-1799,SC,1290,*,*,*,*,*,*,*,*,*,*
15-2031,SC,500,460,700,780,950,990,960,860,540,380,350
17-0000,SC,34810,35490,35940,35210,35960,34600,35570,34590,33250,33670,34380
17-2061,SC,500,730,650,500,250,230,280,230,450,370,460
17-2112,SC,4620,5080,5590,5580,5160,4500,4280,3560,3080,3050,2900
17-3026,SC,1620,1950,1890,1950,1460,2240,2130,2240,1610,1690,1760
19-0000,SC,10270,11530,10870,10260,10070,9530,10070,10360,10020,9710,9610
25-1021,SC,430,560,470,510,830,900,880,830,480,350,260
27-0000,SC,15190,16230,16940,16470,15210,15430,15080,15690,14680,13830,14750
27-1014,SC,60,100,240,230,160,80,140,150,360,290,370
27-1024,SC,1760,1800,1960,1760,1800,1740,1600,1620,1300,1250,1380
27-3042,SC,430,510,390,320,310,240,200,220,240,240,350
29-2071,SC,2250,2270,2070,2010,2340,-1,2980,2910,2020,1890,1450
41-4011,SC,3560,3580,3620,4040,4420,4480,3810,2980,2960,3000,2710
43-9011,SC,880,1030,1420,1360,1320,1200,1310,1480,1700,1750,1980
43-9021,SC,2680,3080,3230,3180,3170,3140,3240,2620,3640,3730,4470
43-9031,SC,190,180,260,260,240,180,200,190,240,-1,250
45-0000,SC,4800,5260,4930,5010,4720,4420,4530,6240,6850,7270,8420
49-2011,SC,1110,1170,1480,1520,1540,1000,970,990,930,1390,1140
51-4011,SC,3520,4080,4420,3220,2010,2280,2210,2070,2060,1830,1710
51-4012,SC,290,320,420,400,250,130,120,140,160,260,320
11-3021,SD,170,190,210,190,180,200,200,190,190,190,200
13-0000,SD,16070,15730,15370,14790,14020,12840,12000,11740,11440,11490,11410
13-1081,SD,70,*,70,80,70,40,40,*,*,*,*
13-1111,SD,1830,1620,1740,1700,1440,1250,880,910,780,730,700
15-0000,SD,5670,5900,6250,6170,5290,4800,5130,5030,5110,5160,6030
15-1021,SD,*,450,500,570,620,580,640,760,830,810,770
15-1031,SD,*,630,680,730,420,290,280,240,220,300,290
15-1032,SD,*,300,420,450,310,200,230,180,120,100,70
15-1041,SD,*,1440,1530,1440,1380,1390,1670,1690,2030,2100,3320
15-1051,SD,*,560,600,590,550,650,680,710,630,580,580
15-1061,SD,*,100,110,80,80,80,90,100,100,100,70
15-1071,SD,*,1330,1300,1240,1090,990,960,820,690,620,500
15-1081,SD,*,800,810,760,580,520,450,410,360,340,380
15-1099,SD,*,150,*,*,130,*,*,*,*,*,*
15-1111,SD,30,*,*,*,*,*,*,*,*,*,*
15-1121,SD,560,*,*,*,*,*,*,*,*,*,*
15-1131,SD,490,*,*,*,*,*,*,*,*,*,*
15-1132,SD,620,*,*,*,*,*,*,*,*,*,*
15-1133,SD,200,*,*,*,*,*,*,*,*,*,*
15-1141,SD,90,*,*,*,*,*,*,*,*,*,*
15-1142,SD,1210,*,*,*,*,*,*,*,*,*,*
15-1150,SD,1550,*,*,*,*,*,*,*,*,*,*
15-1179,SD,660,*,*,*,*,*,*,*,*,*,*
15-1799,SD,160,*,*,*,*,*,*,*,*,*,*
15-2031,SD,-1,70,100,120,80,60,80,90,80,80,*
17-0000,SD,4070,4190,4270,4220,4340,4220,3930,3800,3880,3770,4090
17-2061,SD,50,-1,50,-1,40,30,*,60,100,90,150
17-2112,SD,330,320,330,320,300,280,280,270,300,290,320
17-3026,SD,130,140,150,180,170,170,180,170,140,140,110
19-0000,SD,3990,4040,3990,3670,3590,3480,3080,3090,3110,2970,3140
25-1021,SD,130,110,140,120,130,120,130,160,190,140,190
27-0000,SD,5040,5230,5340,5440,4920,4800,4600,4570,4260,3910,3810
27-1014,SD,70,70,80,100,110,100,90,60,80,80,70
27-1024,SD,560,560,530,470,420,350,340,250,180,200,190
27-3042,SD,60,80,90,80,80,70,60,50,50,40,60
29-2071,SD,970,1000,1050,1040,940,820,850,810,770,760,770
41-4011,SD,1630,1620,1770,1710,1710,1420,1270,1300,1510,1910,1590
43-9011,SD,70,80,80,80,90,90,100,140,170,170,160
43-9021,SD,170,170,200,270,290,230,180,170,340,310,330
43-9031,SD,50,90,190,220,230,200,220,330,330,310,340
45-0000,SD,1310,1310,1410,1450,1450,1330,1730,1370,1100,1410,1360
49-2011,SD,370,300,320,320,400,430,550,540,*,750,740
51-4011,SD,280,330,390,410,410,450,410,290,230,290,460
51-4012,SD,50,50,50,50,80,80,90,70,80,70,80
11-3021,TN,4360,4670,4870,4850,4830,4910,5300,4860,4610,4540,4410
13-0000,TN,91970,88640,90290,87050,81520,76340,77810,76550,76320,76530,74020
13-1081,TN,1320,1460,1660,1340,1110,780,840,*,*,*,*
13-1111,TN,7270,6390,5300,4770,4430,4000,4700,3950,4130,3860,3360
15-0000,TN,39660,38970,39620,39680,38100,38100,38200,37000,36000,33550,34950
15-1011,TN,*,210,240,240,220,230,230,230,410,280,360
15-1021,TN,*,6110,6450,7090,7350,7890,7980,8090,7270,6600,5840
15-1031,TN,*,3360,3420,3350,3180,3080,3030,3450,2660,2900,3170
15-1032,TN,*,2700,2710,2900,2730,2980,2720,2440,1370,1700,1940
15-1041,TN,*,7410,8360,8420,8280,8240,8120,7160,7970,6960,8010
15-1051,TN,*,6140,5670,5810,5490,6450,6550,6330,6220,4780,5590
15-1061,TN,*,1420,1470,1440,1250,1240,1440,1360,1620,1420,1620
15-1071,TN,*,6150,5610,5250,4480,3980,3850,3350,3540,3250,3200
15-1081,TN,*,2190,2450,2320,2310,1910,1960,1640,1520,1830,1170
15-1099,TN,*,2010,1870,1670,1280,790,790,*,*,*,*
15-1111,TN,220,*,*,*,*,*,*,*,*,*,*
15-1121,TN,6980,*,*,*,*,*,*,*,*,*,*
15-1131,TN,5330,*,*,*,*,*,*,*,*,*,*
15-1132,TN,3430,*,*,*,*,*,*,*,*,*,*
15-1133,TN,2560,*,*,*,*,*,*,*,*,*,*
15-1141,TN,1420,*,*,*,*,*,*,*,*,*,*
15-1142,TN,5980,*,*,*,*,*,*,*,*,*,*
15-1150,TN,7710,*,*,*,*,*,*,*,*,*,*
15-1179,TN,2530,*,*,*,*,*,*,*,*,*,*
15-1799,TN,2040,*,*,*,*,*,*,*,*,*,*
15-2031,TN,980,810,790,550,670,680,840,660,1020,680,480
17-0000,TN,36340,32880,35550,34970,35010,37390,36700,36100,36670,37420,40730
17-2061,TN,280,270,500,760,-1,560,450,380,820,660,770
17-2112,TN,5170,4890,5050,3930,4040,4210,3460,3090,2600,2560,2500
17-3026,TN,1090,1080,1120,990,1250,1230,1430,1260,1780,1560,1650
19-0000,TN,11980,13800,14700,14510,13460,13310,13810,13140,13000,12630,11430
25-1021,TN,520,*,660,700,730,450,430,500,450,460,390
27-0000,TN,25130,28770,29720,29180,27300,25900,26770,25810,24870,25200,26370
27-1014,TN,120,220,290,310,280,200,230,220,260,290,220
27-1024,TN,2970,3240,3410,3280,3310,3100,2750,2510,2430,2230,2410
27-3042,TN,410,420,400,350,430,430,400,390,550,550,810
29-2071,TN,3310,3060,3140,3490,3420,2960,2890,2890,3270,3260,3220
41-4011,TN,9290,9980,9490,7830,8150,9170,9210,9070,9480,7300,8640
43-9011,TN,2650,2420,2580,2740,3220,3590,4030,4030,4130,3820,4130
43-9021,TN,4190,4680,6200,6690,7200,7130,7310,6410,8460,7660,8720
43-9031,TN,460,450,600,700,740,800,780,650,450,550,530
45-0000,TN,3150,3080,3070,3560,4120,3480,3350,4500,4600,4890,4400
49-2011,TN,1720,1920,2000,2210,2590,2420,2880,3480,2780,2840,2770
51-4011,TN,2310,2030,2320,2600,3710,3860,3630,3130,3290,3090,4060
51-4012,TN,410,560,820,1140,990,880,440,420,540,280,410
11-3021,TX,17870,18130,17640,16760,14900,14780,15660,16280,17210,19410,21190
13-0000,TX,427660,440670,437160,419990,393790,356570,361140,335030,315130,309200,321700
13-1081,TX,9940,12590,12340,10450,6760,5050,5290,*,*,*,*
13-1111,TX,29370,38680,38160,34440,33920,28750,27760,33890,32210,27510,27910
15-0000,TX,263130,265030,266100,253170,231420,213500,210820,203620,209500,215530,230190
15-1011,TX,*,1480,2210,2580,2230,1510,1490,980,1290,2330,2240
15-1021,TX,*,31820,35910,35010,34010,30840,29870,32350,38510,45360,45130
15-1031,TX,*,34260,33480,32750,28840,25990,25110,21390,20150,24530,29250
15-1032,TX,*,35250,33940,30500,30620,26940,28800,24180,22210,23280,26720
15-1041,TX,*,45600,47090,44170,38650,34810,33560,35470,39910,40130,39730
15-1051,TX,*,45550,43790,43090,39540,41220,40430,37150,36820,29870,33290
15-1061,TX,*,9700,10330,10280,9400,7440,7530,6690,6810,6800,6980
15-1071,TX,*,29090,27090,25130,21230,20880,20280,20420,18240,17980,18290
15-1081,TX,*,15440,15680,14640,12260,11830,11900,10670,9630,8280,8680
15-1099,TX,*,8410,8440,7580,7550,5420,5520,*,*,*,*
15-1111,TX,1660,*,*,*,*,*,*,*,*,*,*
15-1121,TX,44850,*,*,*,*,*,*,*,*,*,*
15-1131,TX,27620,*,*,*,*,*,*,*,*,*,*
15-1132,TX,34810,*,*,*,*,*,*,*,*,*,*
15-1133,TX,33630,*,*,*,*,*,*,*,*,*,*
15-1141,TX,9180,*,*,*,*,*,*,*,*,*,*
15-1142,TX,27380,*,*,*,*,*,*,*,*,*,*
15-1150,TX,49260,*,*,*,*,*,*,*,*,*,*
15-1179,TX,18080,*,*,*,*,*,*,*,*,*,*
15-1799,TX,9000,*,*,*,*,*,*,*,*,*,*
15-2031,TX,5620,6450,6530,5950,5500,4800,4800,4610,4270,5040,5380
17-0000,TX,216520,230810,237850,221520,207350,201070,200690,192400,202140,210640,223800
17-2061,TX,5140,4130,4400,5260,5150,5530,6680,5760,9100,8840,10840
17-2112,TX,14680,15560,15170,12380,11770,11160,10930,11230,10390,10930,12780
17-3026,TX,4630,6120,7530,9160,8700,9470,9720,7870,5790,4530,5420
19-0000,TX,75380,94590,94670,93360,86780,74010,71250,67220,70240,76910,75790
25-1021,TX,2110,2040,2210,2310,2360,2320,2340,2000,2090,1810,1670
27-0000,TX,108030,109110,107870,106730,97710,95620,91980,88810,84040,84670,87330
27-1014,TX,1530,2010,2140,2330,1610,1750,2060,-1,2990,2000,2190
